instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,unexpected_metric
16341,2012-11-18,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,schema_drift_v1
16342,2012-11-18,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,schema_drift_v1
16343,2012-11-18,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,schema_drift_v1
16344,2012-11-18,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,schema_drift_v1
16345,2012-11-18,4,1,11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,schema_drift_v1
16346,2012-11-18,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,schema_drift_v1
16347,2012-11-18,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,schema_drift_v1
16348,2012-11-18,4,1,11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,schema_drift_v1
16349,2012-11-18,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,schema_drift_v1
16350,2012-11-18,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,schema_drift_v1
16351,2012-11-19,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,schema_drift_v1
16352,2012-11-19,4,1,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,schema_drift_v1
16353,2012-11-19,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,schema_drift_v1
16354,2012-11-19,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,schema_drift_v1
16355,2012-11-19,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,schema_drift_v1
16356,2012-11-19,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,schema_drift_v1
16357,2012-11-19,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,schema_drift_v1
16358,2012-11-19,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,schema_drift_v1
16359,2012-11-19,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,schema_drift_v1
16360,2012-11-19,4,1,11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,schema_drift_v1
16361,2012-11-19,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,schema_drift_v1
16362,2012-11-19,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,schema_drift_v1
16363,2012-11-19,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,schema_drift_v1
16364,2012-11-19,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,schema_drift_v1
16365,2012-11-19,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,schema_drift_v1
16366,2012-11-19,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,schema_drift_v1
16367,2012-11-19,4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,schema_drift_v1
16368,2012-11-19,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,schema_drift_v1
16369,2012-11-19,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,schema_drift_v1
16370,2012-11-19,4,1,11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,schema_drift_v1
16371,2012-11-19,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,schema_drift_v1
16372,2012-11-19,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,schema_drift_v1
16373,2012-11-19,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,schema_drift_v1
16374,2012-11-19,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,schema_drift_v1
16375,2012-11-20,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,schema_drift_v1
16376,2012-11-20,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,schema_drift_v1
16377,2012-11-20,4,1,11,2,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,5,schema_drift_v1
16378,2012-11-20,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2,schema_drift_v1
16379,2012-11-20,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6,schema_drift_v1
16380,2012-11-20,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,schema_drift_v1
16381,2012-11-20,4,1,11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,schema_drift_v1
16382,2012-11-20,4,1,11,7,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,418,schema_drift_v1
16383,2012-11-20,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,665,schema_drift_v1
16384,2012-11-20,4,1,11,9,0,2,1,2,0.36,0.3788,0.71,0,28,298,326,schema_drift_v1
16385,2012-11-20,4,1,11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,176,schema_drift_v1
16386,2012-11-20,4,1,11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205,schema_drift_v1
16387,2012-11-20,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0,70,243,313,schema_drift_v1
16388,2012-11-20,4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0,49,218,267,schema_drift_v1
16389,2012-11-20,4,1,11,14,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,224,schema_drift_v1
16390,2012-11-20,4,1,11,15,0,2,1,2,0.46,0.4545,0.55,0.1045,61,226,287,schema_drift_v1
16391,2012-11-20,4,1,11,16,0,2,1,2,0.42,0.4242,0.62,0.0896,60,335,395,schema_drift_v1
16392,2012-11-20,4,1,11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,590,schema_drift_v1
16393,2012-11-20,4,1,11,18,0,2,1,2,0.4,0.4091,0.66,0.0896,16,534,550,schema_drift_v1
16394,2012-11-20,4,1,11,19,0,2,1,2,0.4,0.4091,0.71,0,23,361,384,schema_drift_v1
16395,2012-11-20,4,1,11,20,0,2,1,2,0.38,0.3939,0.76,0,11,224,235,schema_drift_v1
16396,2012-11-20,4,1,11,21,0,2,1,1,0.36,0.3788,0.71,0,14,143,157,schema_drift_v1
16397,2012-11-20,4,1,11,22,0,2,1,1,0.36,0.3788,0.71,0,7,115,122,schema_drift_v1
16398,2012-11-20,4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83,schema_drift_v1
16399,2012-11-21,4,1,11,0,0,3,1,1,0.34,0.3636,0.81,0,1,25,26,schema_drift_v1
16400,2012-11-21,4,1,11,1,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,14,schema_drift_v1
16401,2012-11-21,4,1,11,2,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,schema_drift_v1
16402,2012-11-21,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2,schema_drift_v1
16403,2012-11-21,4,1,11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,10,schema_drift_v1
16404,2012-11-21,4,1,11,5,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29,schema_drift_v1
16405,2012-11-21,4,1,11,6,0,3,1,1,0.28,0.303,0.87,0.0896,2,99,101,schema_drift_v1
16406,2012-11-21,4,1,11,7,0,3,1,1,0.26,0.2879,0.87,0.0896,11,262,273,schema_drift_v1
16407,2012-11-21,4,1,11,8,0,3,1,2,0.28,0.303,0.81,0.0896,12,539,551,schema_drift_v1
16408,2012-11-21,4,1,11,9,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320,365,schema_drift_v1
16409,2012-11-21,4,1,11,10,0,3,1,1,0.36,0.3788,0.62,0,22,150,172,schema_drift_v1
16410,2012-11-21,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,241,schema_drift_v1
16411,2012-11-21,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344,schema_drift_v1
16412,2012-11-21,4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365,schema_drift_v1
16413,2012-11-21,4,1,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413,schema_drift_v1
16414,2012-11-21,4,1,11,15,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,449,schema_drift_v1
16415,2012-11-21,4,1,11,16,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,469,schema_drift_v1
16416,2012-11-21,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,schema_drift_v1
16417,2012-11-21,4,1,11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311,schema_drift_v1
16418,2012-11-21,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243,schema_drift_v1
16419,2012-11-21,4,1,11,20,0,3,1,1,0.34,0.3485,0.61,0.1045,11,125,136,schema_drift_v1
16420,2012-11-21,4,1,11,21,0,3,1,1,0.36,0.3788,0.5,0,8,97,105,schema_drift_v1
16421,2012-11-21,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0,6,82,88,schema_drift_v1
16422,2012-11-21,4,1,11,23,0,3,1,1,0.32,0.3485,0.61,0,7,50,57,schema_drift_v1
16423,2012-11-22,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46,schema_drift_v1
16424,2012-11-22,4,1,11,1,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,42,schema_drift_v1
16425,2012-11-22,4,1,11,2,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,18,schema_drift_v1
16426,2012-11-22,4,1,11,3,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6,schema_drift_v1
16427,2012-11-22,4,1,11,4,1,4,0,1,0.22,0.2273,0.8,0.1343,1,2,3,schema_drift_v1
16428,2012-11-22,4,1,11,5,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,8,schema_drift_v1
16429,2012-11-22,4,1,11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,17,schema_drift_v1
16430,2012-11-22,4,1,11,7,1,4,0,1,0.22,0.2273,0.75,0.1343,7,49,56,schema_drift_v1
16431,2012-11-22,4,1,11,8,1,4,0,1,0.24,0.2424,0.75,0.1343,20,77,97,schema_drift_v1
16432,2012-11-22,4,1,11,9,1,4,0,1,0.3,0.3333,0.65,0,25,94,119,schema_drift_v1
16433,2012-11-22,4,1,11,10,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,219,schema_drift_v1
16434,2012-11-22,4,1,11,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,232,schema_drift_v1
16435,2012-11-22,4,1,11,12,1,4,0,1,0.44,0.4394,0.35,0,117,145,262,schema_drift_v1
16436,2012-11-22,4,1,11,13,1,4,0,1,0.46,0.4545,0.31,0,125,144,269,schema_drift_v1
16437,2012-11-22,4,1,11,14,1,4,0,1,0.48,0.4697,0.29,0,125,95,220,schema_drift_v1
16438,2012-11-22,4,1,11,15,1,4,0,1,0.48,0.4697,0.29,0,132,96,228,schema_drift_v1
16439,2012-11-22,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0,101,81,182,schema_drift_v1
16440,2012-11-22,4,1,11,17,1,4,0,1,0.44,0.4394,0.35,0,66,43,109,schema_drift_v1
16441,2012-11-22,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0,16,54,70,schema_drift_v1
16442,2012-11-22,4,1,11,19,1,4,0,1,0.36,0.3788,0.76,0,13,31,44,schema_drift_v1
16443,2012-11-22,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0,15,37,52,schema_drift_v1
16444,2012-11-22,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46,schema_drift_v1
16445,2012-11-22,4,1,11,22,1,4,0,1,0.32,0.3485,0.61,0,8,36,44,schema_drift_v1
16446,2012-11-22,4,1,11,23,1,4,0,1,0.3,0.3333,0.7,0,8,28,36,schema_drift_v1
16447,2012-11-23,4,1,11,0,0,5,1,1,0.28,0.3182,0.65,0,0,32,32,schema_drift_v1
16448,2012-11-23,4,1,11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13,schema_drift_v1
16449,2012-11-23,4,1,11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,5,schema_drift_v1
16450,2012-11-23,4,1,11,3,0,5,1,1,0.26,0.303,0.7,0,1,0,1,schema_drift_v1
16451,2012-11-23,4,1,11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,4,schema_drift_v1
16452,2012-11-23,4,1,11,5,0,5,1,1,0.24,0.2879,0.81,0,0,10,10,schema_drift_v1
16453,2012-11-23,4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0,0,20,20,schema_drift_v1
16454,2012-11-23,4,1,11,7,0,5,1,1,0.24,0.2879,0.81,0,5,72,77,schema_drift_v1
16455,2012-11-23,4,1,11,8,0,5,1,1,0.24,0.2576,0.87,0.0896,11,83,94,schema_drift_v1
16456,2012-11-23,4,1,11,9,0,5,1,1,0.28,0.2879,0.75,0.1045,32,80,112,schema_drift_v1
16457,2012-11-23,4,1,11,10,0,5,1,1,0.34,0.3333,0.61,0.1642,87,114,201,schema_drift_v1
16458,2012-11-23,4,1,11,11,0,5,1,1,0.4,0.4091,0.5,0.194,121,130,251,schema_drift_v1
16459,2012-11-23,4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,379,schema_drift_v1
16460,2012-11-23,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,424,schema_drift_v1
16461,2012-11-23,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,435,schema_drift_v1
16462,2012-11-23,4,1,11,15,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,447,schema_drift_v1
16463,2012-11-23,4,1,11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,357,schema_drift_v1
16464,2012-11-23,4,1,11,17,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,300,schema_drift_v1
16465,2012-11-23,4,1,11,18,0,5,1,2,0.46,0.4545,0.44,0,50,158,208,schema_drift_v1
16466,2012-11-23,4,1,11,19,0,5,1,2,0.46,0.4545,0.47,0.1642,33,121,154,schema_drift_v1
16467,2012-11-23,4,1,11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,142,schema_drift_v1
16468,2012-11-23,4,1,11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,98,schema_drift_v1
16469,2012-11-23,4,1,11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,79,schema_drift_v1
16470,2012-11-23,4,1,11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,67,schema_drift_v1
16471,2012-11-24,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42,schema_drift_v1
16472,2012-11-24,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,20,schema_drift_v1
16473,2012-11-24,4,1,11,2,0,6,0,1,0.32,0.2727,0.39,0.6119,10,22,32,schema_drift_v1
16474,2012-11-24,4,1,11,3,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5,11,schema_drift_v1
16475,2012-11-24,4,1,11,4,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,3,schema_drift_v1
16476,2012-11-24,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3,schema_drift_v1
16477,2012-11-24,4,1,11,6,0,6,0,1,0.24,0.2121,0.44,0.2836,1,9,10,schema_drift_v1
16478,2012-11-24,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25,schema_drift_v1
16479,2012-11-24,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,schema_drift_v1
16480,2012-11-24,4,1,11,9,0,6,0,2,0.26,0.2121,0.41,0.4478,26,96,122,schema_drift_v1
16481,2012-11-24,4,1,11,10,0,6,0,2,0.26,0.2273,0.44,0.2985,46,96,142,schema_drift_v1
16482,2012-11-24,4,1,11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,186,schema_drift_v1
16483,2012-11-24,4,1,11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,199,schema_drift_v1
16484,2012-11-24,4,1,11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225,schema_drift_v1
16485,2012-11-24,4,1,11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,207,schema_drift_v1
16486,2012-11-24,4,1,11,15,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,198,schema_drift_v1
16487,2012-11-24,4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,43,127,170,schema_drift_v1
16488,2012-11-24,4,1,11,17,0,6,0,1,0.26,0.2273,0.41,0.3881,29,97,126,schema_drift_v1
16489,2012-11-24,4,1,11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,22,123,145,schema_drift_v1
16490,2012-11-24,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83,schema_drift_v1
16491,2012-11-24,4,1,11,20,0,6,0,1,0.24,0.2121,0.44,0.2836,3,55,58,schema_drift_v1
16492,2012-11-24,4,1,11,21,0,6,0,1,0.24,0.2273,0.44,0.194,9,66,75,schema_drift_v1
16493,2012-11-24,4,1,11,22,0,6,0,1,0.24,0.2273,0.44,0.2537,7,69,76,schema_drift_v1
16494,2012-11-24,4,1,11,23,0,6,0,1,0.24,0.2273,0.44,0.194,9,48,57,schema_drift_v1
16495,2012-11-25,4,1,11,0,0,0,0,1,0.22,0.2121,0.47,0.2537,3,31,34,schema_drift_v1
16496,2012-11-25,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36,schema_drift_v1
16497,2012-11-25,4,1,11,2,0,0,0,1,0.22,0.197,0.44,0.3582,1,27,28,schema_drift_v1
16498,2012-11-25,4,1,11,3,0,0,0,1,0.22,0.2727,0.44,0,0,8,8,schema_drift_v1
16499,2012-11-25,4,1,11,4,0,0,0,1,0.22,0.2727,0.44,0,1,1,2,schema_drift_v1
16500,2012-11-25,4,1,11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,0,3,3,schema_drift_v1
16501,2012-11-25,4,1,11,6,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,11,schema_drift_v1
16502,2012-11-25,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,21,schema_drift_v1
16503,2012-11-25,4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,2,32,34,schema_drift_v1
16504,2012-11-25,4,1,11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,96,schema_drift_v1
16505,2012-11-25,4,1,11,10,0,0,0,1,0.24,0.2273,0.48,0.2537,15,124,139,schema_drift_v1
16506,2012-11-25,4,1,11,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,204,schema_drift_v1
16507,2012-11-25,4,1,11,12,0,0,0,2,0.26,0.2576,0.41,0.2239,37,165,202,schema_drift_v1
16508,2012-11-25,4,1,11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,195,schema_drift_v1
16509,2012-11-25,4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,203,schema_drift_v1
16510,2012-11-25,4,1,11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,245,schema_drift_v1
16511,2012-11-25,4,1,11,16,0,0,0,1,0.3,0.2879,0.39,0.2239,25,203,228,schema_drift_v1
16512,2012-11-25,4,1,11,17,0,0,0,1,0.28,0.2727,0.41,0.1642,11,170,181,schema_drift_v1
16513,2012-11-25,4,1,11,18,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,141,schema_drift_v1
16514,2012-11-25,4,1,11,19,0,0,0,1,0.26,0.303,0.41,0,13,114,127,schema_drift_v1
16515,2012-11-25,4,1,11,20,0,0,0,1,0.24,0.2879,0.6,0,9,110,119,schema_drift_v1
16516,2012-11-25,4,1,11,21,0,0,0,1,0.26,0.303,0.48,0,4,60,64,schema_drift_v1
16517,2012-11-25,4,1,11,22,0,0,0,1,0.24,0.2879,0.6,0,3,59,62,schema_drift_v1
16518,2012-11-25,4,1,11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,schema_drift_v1
16519,2012-11-26,4,1,11,0,0,1,1,1,0.22,0.2727,0.69,0,4,19,23,schema_drift_v1
16520,2012-11-26,4,1,11,1,0,1,1,1,0.2,0.2576,0.69,0,1,9,10,schema_drift_v1
16521,2012-11-26,4,1,11,2,0,1,1,1,0.2,0.2576,0.69,0,0,5,5,schema_drift_v1
16522,2012-11-26,4,1,11,3,0,1,1,1,0.2,0.2576,0.69,0,1,4,5,schema_drift_v1
16523,2012-11-26,4,1,11,4,0,1,1,1,0.22,0.2727,0.69,0,0,10,10,schema_drift_v1
16524,2012-11-26,4,1,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,schema_drift_v1
16525,2012-11-26,4,1,11,6,0,1,1,1,0.22,0.2727,0.69,0,1,123,124,schema_drift_v1
16526,2012-11-26,4,1,11,7,0,1,1,1,0.24,0.2879,0.65,0,2,363,365,schema_drift_v1
16527,2012-11-26,4,1,11,8,0,1,1,1,0.24,0.2879,0.65,0,9,629,638,schema_drift_v1
16528,2012-11-26,4,1,11,9,0,1,1,1,0.28,0.303,0.56,0.0896,10,276,286,schema_drift_v1
16529,2012-11-26,4,1,11,10,0,1,1,1,0.32,0.3485,0.49,0,20,127,147,schema_drift_v1
16530,2012-11-26,4,1,11,11,0,1,1,1,0.4,0.4091,0.37,0.2985,18,112,130,schema_drift_v1
16531,2012-11-26,4,1,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,210,schema_drift_v1
16532,2012-11-26,4,1,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,217,schema_drift_v1
16533,2012-11-26,4,1,11,14,0,1,1,1,0.42,0.4242,0.35,0,51,177,228,schema_drift_v1
16534,2012-11-26,4,1,11,15,0,1,1,1,0.42,0.4242,0.35,0.0896,49,181,230,schema_drift_v1
16535,2012-11-26,4,1,11,16,0,1,1,1,0.44,0.4394,0.3,0,49,297,346,schema_drift_v1
16536,2012-11-26,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0,13,540,553,schema_drift_v1
16537,2012-11-26,4,1,11,18,0,1,1,1,0.36,0.3485,0.5,0.1642,19,502,521,schema_drift_v1
16538,2012-11-26,4,1,11,19,0,1,1,1,0.34,0.3636,0.53,0,16,355,371,schema_drift_v1
16539,2012-11-26,4,1,11,20,0,1,1,1,0.34,0.3636,0.49,0,12,265,277,schema_drift_v1
16540,2012-11-26,4,1,11,21,0,1,1,1,0.34,0.3636,0.49,0,9,172,181,schema_drift_v1
16541,2012-11-26,4,1,11,22,0,1,1,1,0.32,0.3485,0.61,0,3,101,104,schema_drift_v1
16542,2012-11-26,4,1,11,23,0,1,1,2,0.32,0.3333,0.66,0.1045,8,57,65,schema_drift_v1
16543,2012-11-27,4,1,11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26,schema_drift_v1
16544,2012-11-27,4,1,11,1,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,6,schema_drift_v1
16545,2012-11-27,4,1,11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,5,schema_drift_v1
16546,2012-11-27,4,1,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4,schema_drift_v1
16547,2012-11-27,4,1,11,4,0,2,1,3,0.3,0.2879,0.81,0.194,0,5,5,schema_drift_v1
16548,2012-11-27,4,1,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,31,schema_drift_v1
16549,2012-11-27,4,1,11,6,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,100,schema_drift_v1
16550,2012-11-27,4,1,11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293,schema_drift_v1
16551,2012-11-27,4,1,11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500,schema_drift_v1
16552,2012-11-27,4,1,11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268,schema_drift_v1
16553,2012-11-27,4,1,11,10,0,2,1,3,0.32,0.3182,0.81,0.194,5,52,57,schema_drift_v1
16554,2012-11-27,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65,schema_drift_v1
16555,2012-11-27,4,1,11,12,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,76,schema_drift_v1
16556,2012-11-27,4,1,11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77,schema_drift_v1
16557,2012-11-27,4,1,11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94,schema_drift_v1
16558,2012-11-27,4,1,11,15,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,155,schema_drift_v1
16559,2012-11-27,4,1,11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,257,schema_drift_v1
16560,2012-11-27,4,1,11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,527,schema_drift_v1
16561,2012-11-27,4,1,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,482,schema_drift_v1
16562,2012-11-27,4,1,11,19,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,350,schema_drift_v1
16563,2012-11-27,4,1,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232,schema_drift_v1
16564,2012-11-27,4,1,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,185,schema_drift_v1
16565,2012-11-27,4,1,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97,schema_drift_v1
16566,2012-11-27,4,1,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,67,schema_drift_v1
16567,2012-11-28,4,1,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23,schema_drift_v1
16568,2012-11-28,4,1,11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12,schema_drift_v1
16569,2012-11-28,4,1,11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1,schema_drift_v1
16570,2012-11-28,4,1,11,3,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,3,schema_drift_v1
16571,2012-11-28,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4,schema_drift_v1
16572,2012-11-28,4,1,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39,schema_drift_v1
16573,2012-11-28,4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136,schema_drift_v1
16574,2012-11-28,4,1,11,7,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409,schema_drift_v1
16575,2012-11-28,4,1,11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,9,683,692,schema_drift_v1
16576,2012-11-28,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322,schema_drift_v1
16577,2012-11-28,4,1,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161,schema_drift_v1
16578,2012-11-28,4,1,11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146,schema_drift_v1
16579,2012-11-28,4,1,11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208,schema_drift_v1
